Player,Total_Runs,Balls_Faced,Total_Balls,Times_Out,Matches_Played,4s,6s,Strike_Rate,Batting_Average,Wickets,Balls_Bowled,Runs_Conceded,Overs_Bowled,Economy,Fantasy_Batting,Fantasy_Bowling,Total_Fantasy_Points
A Ashish Reddy,280.0,196.0,196.0,15.0,23.0,16.0,15.0,142.85714285714286,18.666666666666668,19.0,270.0,400.0,45.0,8.88888888888889,324.0,499.0,823.0
A Badoni,161.0,139.0,139.0,9.0,11.0,11.0,7.0,115.8273381294964,17.88888888888889,2.0,12.0,12.0,2.0,6.0,196.0,50.0,246.0
A Chandila,4.0,7.0,7.0,1.0,2.0,0.0,0.0,57.14285714285714,4.0,11.0,234.0,245.0,39.0,6.282051282051282,2.0,299.0,301.0
A Chopra,53.0,75.0,75.0,5.0,6.0,7.0,0.0,70.66666666666667,10.6,0.0,0.0,0.0,0.0,0.0,62.0,0.0,62.0
A Choudhary,25.0,20.0,20.0,2.0,3.0,1.0,1.0,125.0,12.5,5.0,108.0,144.0,18.0,8.0,24.0,149.0,173.0
A Dananjaya,4.0,5.0,5.0,0.0,1.0,0.0,0.0,80.0,4.0,0.0,25.0,47.0,4.1,11.28,4.0,-4.0,0.0
A Flintoff,62.0,57.0,57.0,2.0,3.0,5.0,2.0,108.77192982456141,31.0,2.0,66.0,106.0,11.0,9.636363636363637,79.0,48.0,127.0
A Kumble,35.0,49.0,49.0,2.0,15.0,3.0,0.0,71.42857142857143,17.5,49.0,983.0,1089.0,163.5,6.646998982706002,38.0,1249.0,1287.0
A Manohar,108.0,79.0,79.0,6.0,7.0,14.0,3.0,136.70886075949366,18.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,144.0
A Mishra,362.0,410.0,410.0,30.0,54.0,29.0,5.0,88.29268292682927,12.066666666666666,175.0,3317.0,4022.0,552.5,7.275248718721736,369.0,4399.0,4768.0
A Mithun,34.0,26.0,26.0,5.0,6.0,4.0,1.0,130.76923076923077,6.8,8.0,312.0,477.0,52.0,9.173076923076923,34.0,222.0,256.0
A Mukund,19.0,23.0,23.0,2.0,2.0,1.0,0.0,82.6086956521739,9.5,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0
A Nehra,41.0,63.0,63.0,8.0,17.0,3.0,1.0,65.07936507936508,5.125,121.0,1974.0,2537.0,329.0,7.711246200607903,34.0,3049.0,3083.0
A Nel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,31.0,3.0,10.333333333333334,0.0,23.0,23.0
A Nortje,8.0,13.0,13.0,1.0,4.0,0.0,0.0,61.53846153846154,8.0,44.0,706.0,946.0,117.4,8.039660056657224,6.0,1124.0,1130.0
A Singh,2.0,10.0,10.0,4.0,5.0,0.0,0.0,20.0,0.5,31.0,486.0,639.0,81.0,7.888888888888889,-6.0,799.0,793.0
A Symonds,974.0,781.0,781.0,26.0,36.0,74.0,41.0,124.71190781049937,37.46153846153846,23.0,540.0,694.0,90.0,7.711111111111111,1106.0,599.0,1705.0
A Tomar,4.0,8.0,8.0,1.0,1.0,1.0,0.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
A Uniyal,4.0,7.0,7.0,1.0,2.0,0.0,0.0,57.14285714285714,4.0,3.0,38.0,67.0,6.2,10.578947368421053,2.0,81.0,83.0
A Zampa,5.0,8.0,8.0,2.0,2.0,1.0,0.0,62.5,2.5,21.0,292.0,373.0,48.4,7.664383561643836,2.0,549.0,551.0
AA Bilakhia,69.0,88.0,88.0,5.0,7.0,5.0,0.0,78.4090909090909,13.8,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0
AA Chavan,12.0,11.0,11.0,1.0,3.0,2.0,0.0,109.09090909090908,12.0,8.0,255.0,339.0,42.3,7.976470588235294,12.0,224.0,236.0
AA Jhunjhunwala,217.0,218.0,218.0,14.0,15.0,19.0,5.0,99.54128440366972,15.5,1.0,88.0,130.0,14.4,8.863636363636363,246.0,25.0,271.0
AA Kazi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,21.0,2.1,9.692307692307693,0.0,23.0,23.0
AA Noffke,9.0,12.0,12.0,1.0,1.0,1.0,0.0,75.0,9.0,1.0,25.0,41.0,4.1,9.84,8.0,23.0,31.0
AB Agarkar,179.0,160.0,160.0,8.0,18.0,13.0,5.0,111.87499999999999,22.375,33.0,820.0,1174.0,136.4,8.590243902439026,214.0,849.0,1063.0
AB Barath,42.0,43.0,43.0,2.0,3.0,5.0,1.0,97.67441860465115,21.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,49.0
AB Dinda,26.0,50.0,50.0,9.0,16.0,2.0,0.0,52.0,2.888888888888889,82.0,1589.0,2103.0,264.5,7.940843297671492,10.0,2074.0,2084.0
AB McDonald,123.0,103.0,103.0,5.0,9.0,9.0,4.0,119.41747572815532,24.6,14.0,188.0,263.0,31.2,8.393617021276595,158.0,374.0,532.0
AB de Villiers,5181.0,3487.0,3487.0,125.0,170.0,414.0,253.0,148.58044164037855,41.448,0.0,0.0,0.0,0.0,0.0,5879.0,0.0,5879.0
AC Blizzard,120.0,91.0,91.0,7.0,7.0,21.0,2.0,131.86813186813185,17.142857142857142,0.0,0.0,0.0,0.0,0.0,159.0,0.0,159.0
AC Gilchrist,2069.0,1555.0,1555.0,76.0,80.0,239.0,92.0,133.05466237942122,27.223684210526315,1.0,1.0,0.0,0.1,0.0,2368.0,25.0,2393.0
AC Thomas,20.0,19.0,19.0,2.0,4.0,1.0,1.0,105.26315789473684,10.0,16.0,327.0,416.0,54.3,7.63302752293578,19.0,424.0,443.0
AC Voges,181.0,143.0,143.0,6.0,7.0,15.0,3.0,126.57342657342659,30.166666666666668,1.0,56.0,76.0,9.2,8.142857142857142,218.0,25.0,243.0
AD Hales,148.0,119.0,119.0,6.0,6.0,13.0,6.0,124.36974789915966,24.666666666666668,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0
AD Mascarenhas,79.0,79.0,79.0,10.0,11.0,5.0,1.0,100.0,7.9,19.0,310.0,365.0,51.4,7.064516129032258,78.0,499.0,577.0
AD Mathews,724.0,599.0,599.0,31.0,41.0,44.0,29.0,120.86811352253757,23.35483870967742,28.0,807.0,1095.0,134.3,8.141263940520446,792.0,724.0,1516.0
AD Nath,90.0,99.0,99.0,10.0,10.0,7.0,2.0,90.9090909090909,9.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,93.0
AD Russell,2039.0,1212.0,1212.0,66.0,81.0,138.0,175.0,168.23432343234325,30.893939393939394,99.0,1484.0,2214.0,247.2,8.951482479784366,2423.0,2499.0,4922.0
AF Milne,23.0,31.0,31.0,5.0,6.0,0.0,1.0,74.19354838709677,4.6,9.0,217.0,339.0,36.1,9.373271889400922,15.0,247.0,262.0
AG Murtaza,10.0,14.0,14.0,1.0,3.0,1.0,0.0,71.42857142857143,10.0,12.0,269.0,322.0,44.5,7.182156133828996,9.0,324.0,333.0
AG Paunikar,49.0,61.0,61.0,5.0,5.0,9.0,0.0,80.32786885245902,9.8,0.0,0.0,0.0,0.0,0.0,52.0,0.0,52.0
AJ Finch,2092.0,1696.0,1696.0,84.0,90.0,214.0,78.0,123.34905660377358,24.904761904761905,1.0,44.0,67.0,7.2,9.136363636363637,2322.0,23.0,2345.0
AJ Turner,3.0,11.0,11.0,3.0,4.0,0.0,0.0,27.27272727272727,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0
AJ Tye,91.0,79.0,79.0,8.0,13.0,6.0,5.0,115.18987341772151,11.375,48.0,714.0,1005.0,119.0,8.445378151260504,103.0,1224.0,1327.0
AK Markram,527.0,400.0,400.0,13.0,18.0,37.0,23.0,131.75,40.53846153846154,1.0,61.0,87.0,10.1,8.557377049180328,612.0,25.0,637.0
AL Menaria,401.0,367.0,367.0,22.0,23.0,24.0,18.0,109.26430517711172,18.227272727272727,3.0,113.0,144.0,18.5,7.646017699115045,445.0,83.0,528.0
AM Nayar,672.0,588.0,588.0,39.0,50.0,55.0,20.0,114.28571428571428,17.23076923076923,9.0,239.0,323.0,39.5,8.10878661087866,717.0,249.0,966.0
AM Rahane,4074.0,3465.0,3465.0,133.0,148.0,431.0,80.0,117.57575757575758,30.63157894736842,1.0,6.0,5.0,1.0,5.0,4427.0,25.0,4452.0
AM Salvi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,156.0,205.0,26.0,7.884615384615385,0.0,199.0,199.0
AN Ahmed,36.0,27.0,27.0,1.0,6.0,4.0,1.0,133.33333333333331,36.0,15.0,362.0,515.0,60.2,8.535911602209945,44.0,399.0,443.0
AN Ghosh,7.0,8.0,8.0,2.0,2.0,1.0,0.0,87.5,3.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
AP Dole,34.0,23.0,23.0,2.0,2.0,3.0,1.0,147.82608695652172,17.0,5.0,73.0,114.0,12.1,9.36986301369863,39.0,147.0,186.0
AP Majumdar,87.0,77.0,77.0,4.0,4.0,7.0,2.0,112.98701298701299,21.75,0.0,0.0,0.0,0.0,0.0,102.0,0.0,102.0
AP Tare,339.0,285.0,285.0,24.0,27.0,40.0,11.0,118.94736842105263,14.125,0.0,0.0,0.0,0.0,0.0,381.0,0.0,381.0
AR Bawne,12.0,12.0,12.0,0.0,1.0,1.0,0.0,100.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0
AR Patel,1135.0,919.0,919.0,59.0,87.0,67.0,54.0,123.5038084874864,19.23728813559322,109.0,2599.0,3140.0,433.1,7.24894190073105,1220.0,2749.0,3969.0
AS Joseph,20.0,20.0,20.0,1.0,4.0,2.0,0.0,100.0,20.0,14.0,240.0,358.0,40.0,8.95,20.0,374.0,394.0
AS Rajpoot,26.0,41.0,41.0,4.0,7.0,2.0,1.0,63.41463414634146,6.5,24.0,567.0,844.0,94.3,8.931216931216932,22.0,624.0,646.0
AS Raut,194.0,172.0,172.0,11.0,16.0,13.0,7.0,112.79069767441861,17.636363636363637,0.0,30.0,45.0,5.0,9.0,227.0,0.0,227.0
AS Roy,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,57.0,66.0,9.3,6.947368421052632,-2.0,50.0,48.0
AS Yadav,49.0,40.0,40.0,7.0,6.0,5.0,2.0,122.50000000000001,7.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0
AT Carey,32.0,29.0,29.0,2.0,3.0,0.0,1.0,110.34482758620689,16.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0
AT Rayudu,4190.0,3375.0,3375.0,142.0,173.0,349.0,164.0,124.14814814814814,29.507042253521128,0.0,0.0,0.0,0.0,0.0,4611.0,0.0,4611.0
AU Rashid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,35.0,3.0,11.666666666666666,0.0,-4.0,-4.0
AUK Pathan,39.0,26.0,26.0,5.0,7.0,5.0,2.0,150.0,7.8,0.0,41.0,63.0,6.5,9.219512195121952,42.0,-2.0,40.0
Abdul Samad,228.0,164.0,164.0,17.0,19.0,12.0,14.0,139.02439024390242,13.411764705882353,2.0,55.0,113.0,9.1,12.327272727272728,262.0,46.0,308.0
Abdur Razzak,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,29.0,2.2,12.428571428571427,0.0,-4.0,-4.0
Abhishek Sharma,667.0,511.0,511.0,29.0,34.0,64.0,25.0,130.52837573385517,23.0,7.0,161.0,218.0,26.5,8.124223602484472,751.0,199.0,950.0
Akash Deep,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,119.0,206.0,19.5,10.38655462184874,-2.0,172.0,170.0
Akash Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,39.0,4.0,9.75,0.0,-2.0,-2.0
Aman Hakim Khan,5.0,3.0,3.0,1.0,1.0,1.0,0.0,166.66666666666669,5.0,0.0,6.0,13.0,1.0,13.0,4.0,0.0,4.0
Anand Rajan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,162.0,206.0,27.0,7.62962962962963,0.0,274.0,274.0
Anirudh Singh,63.0,69.0,69.0,4.0,4.0,6.0,1.0,91.30434782608695,15.75,0.0,0.0,0.0,0.0,0.0,75.0,0.0,75.0
Ankit Sharma,87.0,69.0,69.0,7.0,10.0,7.0,4.0,126.08695652173914,12.428571428571429,12.0,375.0,453.0,62.3,7.248,100.0,324.0,424.0
Ankit Soni,7.0,9.0,9.0,2.0,3.0,0.0,1.0,77.77777777777779,3.5,4.0,112.0,145.0,18.4,7.767857142857142,5.0,108.0,113.0
Anmolpreet Singh,29.0,27.0,27.0,3.0,3.0,3.0,1.0,107.40740740740742,9.666666666666666,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0
Anuj Rawat,129.0,124.0,124.0,8.0,9.0,10.0,7.0,104.03225806451613,16.125,0.0,0.0,0.0,0.0,0.0,165.0,0.0,165.0
Anureet Singh,36.0,47.0,47.0,4.0,8.0,2.0,1.0,76.59574468085107,9.0,21.0,430.0,636.0,71.4,8.874418604651162,36.0,549.0,585.0
Arshdeep Singh,23.0,36.0,36.0,4.0,9.0,3.0,0.0,63.888888888888886,5.75,46.0,803.0,1086.0,133.5,8.114570361145702,18.0,1174.0,1192.0
Avesh Khan,31.0,19.0,19.0,1.0,6.0,2.0,3.0,163.1578947368421,31.0,51.0,868.0,1190.0,144.4,8.225806451612904,41.0,1299.0,1340.0
Azhar Mahmood,388.0,311.0,311.0,19.0,21.0,39.0,13.0,124.7588424437299,20.42105263157895,31.0,552.0,707.0,92.0,7.684782608695652,443.0,799.0,1242.0
B Akhil,76.0,57.0,57.0,7.0,11.0,5.0,5.0,133.33333333333331,10.857142857142858,7.0,193.0,246.0,32.1,7.647668393782384,89.0,199.0,288.0
B Chipli,280.0,256.0,256.0,16.0,21.0,28.0,7.0,109.375,17.5,0.0,6.0,20.0,1.0,20.0,318.0,0.0,318.0
B Geeves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,91.0,8.1,11.142857142857144,0.0,46.0,46.0
B Indrajith,21.0,31.0,31.0,3.0,3.0,2.0,0.0,67.74193548387096,7.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0
B Kumar,241.0,259.0,259.0,28.0,55.0,23.0,3.0,93.05019305019306,8.607142857142858,165.0,3384.0,4064.0,564.0,7.205673758865248,242.0,4149.0,4391.0
B Laughlin,5.0,13.0,13.0,2.0,4.0,0.0,0.0,38.46153846153847,2.5,10.0,179.0,284.0,29.5,9.5195530726257,1.0,272.0,273.0
B Lee,124.0,102.0,102.0,10.0,19.0,8.0,8.0,121.56862745098039,12.4,30.0,916.0,1126.0,152.4,7.3755458515283845,156.0,774.0,930.0
B Sai Sudharsan,145.0,118.0,118.0,4.0,5.0,14.0,3.0,122.88135593220339,36.25,0.0,0.0,0.0,0.0,0.0,185.0,0.0,185.0
B Stanlake,5.0,2.0,2.0,0.0,1.0,1.0,0.0,250.0,5.0,7.0,150.0,200.0,25.0,8.0,6.0,199.0,205.0
B Sumanth,35.0,38.0,38.0,1.0,4.0,3.0,0.0,92.10526315789474,35.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0
BA Bhatt,6.0,7.0,7.0,0.0,2.0,0.0,1.0,85.71428571428571,6.0,13.0,303.0,408.0,50.3,8.07920792079208,8.0,349.0,357.0
BA Stokes,920.0,703.0,703.0,39.0,41.0,79.0,32.0,130.86770981507823,23.58974358974359,31.0,717.0,1005.0,119.3,8.410041841004183,1013.0,799.0,1812.0
BAW Mendis,3.0,6.0,6.0,2.0,3.0,0.0,0.0,50.0,1.5,9.0,248.0,306.0,41.2,7.403225806451612,-1.0,249.0,248.0
BB McCullum,2882.0,2272.0,2272.0,106.0,109.0,293.0,130.0,126.84859154929578,27.18867924528302,0.0,0.0,0.0,0.0,0.0,3251.0,0.0,3251.0
BB Samantray,125.0,116.0,116.0,5.0,8.0,13.0,2.0,107.75862068965519,25.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,160.0
BB Sran,10.0,14.0,14.0,1.0,7.0,0.0,0.0,71.42857142857143,10.0,20.0,516.0,767.0,86.0,8.918604651162791,8.0,524.0,532.0
BCJ Cutting,238.0,146.0,146.0,11.0,17.0,15.0,19.0,163.013698630137,21.636363636363637,12.0,288.0,430.0,48.0,8.958333333333334,297.0,324.0,621.0
BE Hendricks,1.0,3.0,3.0,1.0,2.0,0.0,0.0,33.33333333333333,1.0,11.0,157.0,239.0,26.1,9.13375796178344,-1.0,297.0,296.0
BJ Haddin,18.0,11.0,11.0,1.0,1.0,2.0,1.0,163.63636363636365,18.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
BJ Hodge,1400.0,1153.0,1153.0,46.0,63.0,122.0,43.0,121.42237640936686,30.434782608695652,18.0,238.0,310.0,39.4,7.815126050420169,1544.0,474.0,2018.0
BJ Rohrer,193.0,146.0,146.0,7.0,8.0,21.0,5.0,132.1917808219178,27.571428571428573,0.0,7.0,12.0,1.1,10.285714285714285,238.0,0.0,238.0
BMAJ Mendis,23.0,27.0,27.0,3.0,3.0,0.0,0.0,85.18518518518519,7.666666666666667,1.0,30.0,36.0,5.0,7.2,17.0,25.0,42.0
BR Dunk,40.0,36.0,36.0,3.0,3.0,7.0,0.0,111.11111111111111,13.333333333333334,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0
BW Hilfenhaus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,390.0,497.0,65.0,7.6461538461538465,0.0,599.0,599.0
Basil Thampi,32.0,37.0,37.0,2.0,7.0,1.0,1.0,86.48648648648648,16.0,26.0,539.0,862.0,89.5,9.595547309833025,35.0,672.0,707.0
Bipul Sharma,187.0,124.0,124.0,6.0,17.0,11.0,9.0,150.80645161290323,31.166666666666668,22.0,436.0,581.0,72.4,7.9954128440366965,232.0,574.0,806.0
C Ganapathy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,1.0,13.0,0.0,0.0,0.0
C Madan,15.0,21.0,21.0,1.0,1.0,3.0,0.0,71.42857142857143,15.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0
C Munro,177.0,144.0,144.0,9.0,11.0,19.0,8.0,122.91666666666667,19.666666666666668,0.0,12.0,15.0,2.0,7.5,222.0,0.0,222.0
C Nanda,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,50.0,58.0,8.2,6.959999999999999,-2.0,50.0,48.0
C Sakariya,16.0,25.0,25.0,4.0,5.0,2.0,0.0,64.0,4.0,17.0,405.0,521.0,67.3,7.718518518518518,10.0,449.0,459.0
C de Grandhomme,303.0,229.0,229.0,15.0,21.0,18.0,18.0,132.31441048034935,20.2,7.0,230.0,323.0,38.2,8.426086956521738,355.0,199.0,554.0
CA Ingram,205.0,183.0,183.0,12.0,15.0,22.0,5.0,112.02185792349727,17.083333333333332,0.0,0.0,0.0,0.0,0.0,241.0,0.0,241.0
CA Lynn,1329.0,974.0,974.0,39.0,42.0,132.0,66.0,136.4476386036961,34.07692307692308,0.0,0.0,0.0,0.0,0.0,1543.0,0.0,1543.0
CA Pujara,390.0,403.0,403.0,18.0,22.0,50.0,4.0,96.7741935483871,21.666666666666668,0.0,0.0,0.0,0.0,0.0,440.0,0.0,440.0
CH Gayle,4997.0,3516.0,3516.0,128.0,141.0,408.0,359.0,142.1217292377702,39.0390625,19.0,584.0,755.0,97.2,7.756849315068494,5895.0,499.0,6394.0
CH Morris,618.0,413.0,413.0,29.0,49.0,41.0,35.0,149.636803874092,21.310344827586206,107.0,1801.0,2377.0,300.1,7.91893392559689,699.0,2699.0,3398.0
CJ Anderson,538.0,436.0,436.0,22.0,29.0,40.0,31.0,123.39449541284404,24.454545454545453,14.0,315.0,525.0,52.3,10.0,624.0,372.0,996.0
CJ Dala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,34.0,3.1,10.736842105263158,0.0,-2.0,-2.0
CJ Ferguson,98.0,119.0,119.0,6.0,8.0,9.0,0.0,82.35294117647058,16.333333333333332,0.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0
CJ Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,2.5,8.470588235294118,0.0,0.0,0.0
CJ Jordan,75.0,68.0,68.0,7.0,10.0,3.0,3.0,110.29411764705883,10.714285714285714,33.0,577.0,870.0,96.1,9.04679376083189,82.0,847.0,929.0
CJ McKay,8.0,15.0,15.0,1.0,1.0,0.0,0.0,53.333333333333336,8.0,1.0,42.0,60.0,7.0,8.571428571428571,6.0,25.0,31.0
CK Kapugedera,16.0,24.0,24.0,3.0,3.0,0.0,0.0,66.66666666666666,5.333333333333333,0.0,17.0,49.0,2.5,17.294117647058822,10.0,-4.0,6.0
CK Langeveldt,8.0,9.0,9.0,2.0,2.0,0.0,1.0,88.88888888888889,4.0,13.0,165.0,199.0,27.3,7.236363636363636,6.0,349.0,355.0
CL White,971.0,774.0,774.0,35.0,45.0,76.0,38.0,125.45219638242895,27.742857142857144,1.0,46.0,86.0,7.4,11.217391304347826,1081.0,21.0,1102.0
CM Gautam,169.0,158.0,158.0,9.0,13.0,17.0,6.0,106.9620253164557,18.77777777777778,0.0,0.0,0.0,0.0,0.0,208.0,0.0,208.0
CR Brathwaite,181.0,120.0,120.0,14.0,14.0,10.0,16.0,150.83333333333334,12.928571428571429,16.0,266.0,384.0,44.2,8.661654135338345,223.0,424.0,647.0
